geohash7,total_events,brake_count,accel_count,avg_speed,avg_lat,avg_lon,unique_dates,unique_journeys
dr8h3y,1561,924,637,24.488680333119778,42.9715037303011,-78.66578945803994,32,227
dr804s,2516,924,1592,23.10001987281395,42.214219897456296,-78.63668147973101,33,1354
dr8h2h,1881,924,957,21.387293992557183,42.96083880170121,-78.74807181286572,31,1118
dr8h9d,1301,921,380,33.508485780169124,42.99065324135271,-78.67796134896146,32,692
dr8n7g,2109,919,1190,29.29359412043615,43.30492920815483,-78.57496911142617,32,773
dr8jb9,2491,917,1574,31.893183460457625,43.20431936210296,-78.72778857647678,32,1295
dr85e8,1828,917,911,37.34393873085334,42.805092394419944,-78.59351020021803,33,803
dpxdpv,1848,917,931,28.922050865800816,42.56974695292195,-79.10233836525946,32,1082
dpxv9b,1414,916,498,30.898804809052212,43.15622010891093,-79.01860583026885,32,666
dr84u4,1611,916,695,41.173196772191126,42.684347581626305,-78.56613200434568,32,619
dr8hst,1304,915,389,34.50007668711664,43.009132676380325,-78.55186197085872,31,617
dr858g,1460,914,546,28.733123287671283,42.82029300684935,-78.7106946616441,32,727
dr8jg9,2354,914,1440,31.17442650807134,43.206489301189215,-78.59598524128981,32,980
dpxcgb,1622,914,708,31.852527743526487,42.49804010542532,-78.9289137200989,31,742
dr2pqq,1407,914,493,31.692288557213782,42.09315530419327,-78.46828572565731,32,622
dpxuxp,1508,913,595,31.77370026525194,43.01988460477457,-78.78554028580955,32,728
dr2prg,1967,910,1057,23.53502287747831,42.07459325368605,-78.40442566802247,32,1007
dpxgv4,1128,905,223,34.681773049645415,42.862542872340384,-78.87349887145425,32,514
dpxv92,2319,903,1416,29.101875808538114,43.15905031651554,-79.03815219232438,32,1066
dpxcef,2341,902,1439,21.06968816744984,42.464380104228866,-78.93430061512151,32,1192
dpx9ej,1936,902,1034,26.234121900826437,42.48147494008254,-79.3169086978305,31,759
dpxgr9,1613,900,713,36.76613143211392,42.765670520148845,-78.76763455672639,31,819
dpxuyh,1569,899,670,24.258973868706178,43.04595146462708,-78.83255917845726,32,859
dr8525,2193,899,1294,28.24255813953475,42.77740569813013,-78.74519010305626,32,1193
dpxfzd,1555,898,657,34.04097106109319,42.68405888231519,-78.76604568810279,33,791
dpx9d3,1525,898,627,34.11304262295081,42.45958640786876,-79.34620792918054,31,710
dr8htt,2026,897,1129,27.680641658440333,43.010361358341534,-78.50186841905263,32,1049
dr8n2h,1643,897,746,30.307346317711527,43.308476384662306,-78.73967872184927,32,720
dr8hdq,1667,896,771,29.156052789442064,43.01355713797238,-78.64613543191372,31,567
dr856n,1437,896,541,32.57302713987468,42.79483701948496,-78.65543732637411,32,665
dpxvpv,1392,895,497,34.63540229885053,43.09784578591959,-78.75286734985643,32,611
dr8h33,2021,895,1126,33.32935675408206,42.94117771994098,-78.68601850766929,32,899
dr2pcx,2471,895,1576,37.91697288547149,42.184308777822785,-78.6822906916246,32,940
dpx9zh,2135,895,1240,26.332871194379358,42.51939696206101,-79.13897859625247,32,862
dpxgqp,1384,894,490,24.480527456647415,42.79806249349703,-78.831248012283,31,781
dr85k1,1351,892,459,37.714441154700154,42.7674115396003,-78.56923419393044,31,601
dr8h3d,1163,888,275,34.47091143594156,42.94723055202072,-78.67708174376591,33,661
dr2pmy,1755,888,867,20.86151566951567,42.09036816353251,-78.49435697891734,32,917
dpxufk,1081,887,194,35.214209065679896,43.04799661979644,-78.99708837095267,32,481
dpxgnd,1566,886,680,30.9901277139208,42.7276434010217,-78.81310879438035,32,802
dr8j39,1871,883,988,28.691239978620953,43.12006324211677,-78.67916679048574,31,825
dr2p6t,1957,879,1078,39.93878385283595,42.08693875012799,-78.6318096872759,33,971
dr85v9,1561,878,683,36.38861627162078,42.857306770019285,-78.50015823254309,33,765
dprzbt,1175,878,297,39.68022127659564,42.17226528170209,-79.07043638042575,32,446
dpx9e5,1862,876,986,29.22196025778729,42.471278176691754,-79.31953731740117,32,853
dr855k,1604,876,728,35.68621571072312,42.74047146633415,-78.59964197319155,32,676
dr8he3,1205,875,330,28.15822406639002,42.98816081161838,-78.60471282157701,31,641
dpxy53,1345,874,471,32.47527137546472,43.24941120371742,-78.95717591301133,32,559
dr8htq,1678,873,805,36.21414779499402,43.01202750417157,-78.51481030810484,32,851
dr81mf,2356,873,1483,22.77703310696097,42.419608283955924,-78.49437792274875,32,1197
dpxfvz,1956,872,1084,23.912939672801567,42.71360712985691,-78.84198875306805,32,1049
dr8hdp,1552,871,681,27.435012886597917,43.02071234085052,-78.65346869845362,32,693
dr8j6x,1549,871,678,31.463285990961882,43.15144825500329,-78.6358986061976,32,693
dpxf6u,2457,870,1587,26.004057794057722,42.60926684167733,-78.97316346316465,31,1139
dr8hbf,1964,867,1097,38.150880855397226,43.03442155244366,-78.71235901934851,32,892
dr84sd,1729,864,865,24.85028340080972,42.64121882012711,-78.54224267495651,32,962
dpx96s,1468,863,605,21.721580381471423,42.43313741757492,-79.3367694155312,32,730
dr85cu,1371,863,508,27.222735229759298,42.87063034792123,-78.6659393530273,32,742
dpxfjf,1775,861,914,35.09024225352107,42.55341628957753,-78.84164837521236,32,753
dr8h9q,1306,861,445,28.367473200612483,43.013412448698304,-78.68769794027556,32,638
dr8j98,1670,859,811,26.334209580838277,43.15730997844311,-78.67832684011992,32,874
dpxufm,1192,858,334,36.15863255033557,43.05352758557039,-78.99371480872473,32,527
dpxvhc,1538,858,680,33.01356957087124,43.075067665149675,-78.88959333485136,32,713
dr819e,1156,858,298,36.02583910034609,42.46897499480985,-78.67595049740461,32,480
dr85h5,1323,856,467,32.3893424036281,42.736434429327275,-78.56762408541155,32,611
dr8jgc,2396,855,1541,30.540208681135248,43.207114186560744,-78.57613734432447,31,1173
dpxuqu,1397,855,542,26.0658482462419,42.95861861345747,-78.80095046814563,32,772
dpxutr,1234,855,379,27.15636142625608,43.01945835899517,-78.86438900891451,31,662
dr85ck,1639,855,784,19.0616717510677,42.871325687004315,-78.69185228126909,32,932
dpxvz6,1302,854,448,41.132933947772564,43.214209248079825,-78.77950161059907,32,541
dr809b,1921,854,1067,24.30383654346689,42.27778056272768,-78.66953852160373,32,1047
dpxvhq,1250,853,397,23.519192000000047,43.102504044799986,-78.91054556639999,33,593
dr8h0w,1373,850,523,22.123845593590726,42.925520506919135,-78.72385759140539,32,640
dr8jjd,1347,849,498,26.870668151447667,43.08258126206386,-78.4999349524872,31,611
dpxfyf,1729,848,881,27.599358010410597,42.68683618681312,-78.80077558530978,32,828
dpxv3d,1108,845,263,36.6181407942238,43.123052172382714,-79.03434282129945,32,581
dr8hg1,2558,844,1714,34.893225175918694,43.03116846911675,-78.60824878147024,32,1147
dpxgyh,1645,843,802,29.22252887537988,42.87025676474164,-78.83413937142836,32,791
dr8h97,1656,843,813,29.566871980676336,42.999828042270394,-78.68987413285015,31,844
dr8519,1668,841,827,35.510869304556316,42.723569111510855,-78.6806328489207,32,789
dr8j3s,1493,840,653,31.00780977896853,43.13471416141989,-78.6791148633627,33,753
dr8hdm,1518,837,681,26.083260869565173,43.00873613241109,-78.647127315547,31,281
dpxffv,1903,835,1068,30.97270625328428,42.7025220105097,-78.97732310667332,32,926
dpxfy5,1737,833,904,28.70746689694873,42.6912729055844,-78.83359556476752,32,736
dr8h5y,1031,832,199,36.899544131910716,42.926994054316225,-78.57832756449993,31,562
dr8n0z,1754,831,923,23.031590649942977,43.28337464994305,-78.70827339110602,32,971
dr8jjk,1074,831,243,30.593305400372433,43.08968680726259,-78.5182273445066,32,461
dpxuye,1220,831,389,21.226467213114724,43.04156932704928,-78.81007040163946,33,641
dpxgyp,1170,831,339,27.478239316239314,42.88883593504289,-78.8341967435896,32,535
dr8hkb,1213,830,383,44.72606760098926,42.938400194558916,-78.5334563586151,31,540
dpxff3,1615,829,786,26.111486068111486,42.68068664767804,-79.00218621362225,32,696
dpxug1,1526,826,700,34.076002621231964,43.029328005897746,-78.9668108971165,31,778
dr8h4z,1367,826,541,33.28310899780537,42.93200168032192,-78.6231682765182,32,695
dpxgkb,1004,826,178,38.72708167330683,42.75917142828686,-78.88356624302767,31,555
dpxv69,1398,824,574,25.34904148783977,43.1188195350501,-78.98395214735348,32,698
dpxfsz,1615,824,791,31.322142414860636,42.66729235232206,-78.88614459752316,32,847
dprr9e,1265,823,442,22.780498023715445,42.119457771541484,-79.73537234387346,33,638
dpxgwp,1300,823,477,28.59362307692308,42.84416492307707,-78.83183227076846,32,655
dprxkn,1876,822,1054,26.638544776119332,42.090687626332304,-79.27187156130128,32,963
dpxut6,1765,822,943,26.632974504249315,42.990621077054215,-78.86481745439119,32,862
dpxf96,1450,820,630,33.00014482758622,42.64164714344827,-79.04326012000016,32,671
dr84gz,1269,820,449,28.078022064617787,42.711409394799155,-78.57861698660344,32,710
dr8588,1221,820,401,29.135675675675728,42.80384911138421,-78.7257277125308,32,601
dr8h87,1378,820,558,20.35513788098691,42.99700255878079,-78.73321054499269,32,710
dpxgw3,1665,819,846,25.493123123123095,42.8106882390391,-78.82399390810903,31,916
dr8n2s,1195,818,377,34.37325523012553,43.308831679497985,-78.71956700502093,31,483
dr85v6,1765,815,950,29.994481586402184,42.85831432974523,-78.51661938017045,32,826
dpxgm2,1857,812,1045,33.665234248788316,42.761749835756646,-78.86302300376954,32,880
dpxugn,1130,810,320,25.873513274336297,43.05824283362825,-78.96405086637154,32,512
dr8h5c,1090,809,281,35.43725688073388,42.90096138899079,-78.57823936972443,32,603
dpxdpz,2981,809,2172,38.9436665548474,42.57926920697795,-79.10669498826073,32,1166
dpxv1f,1699,809,890,29.374255444379,43.081671389640846,-79.01860998234254,32,842
dr8h8w,1291,809,482,31.496436870642896,43.01337463361733,-78.72382573199064,32,634
dprxt3,1828,808,1020,24.50018052516412,42.10759221389464,-79.21853095186057,31,900
dr2pmr,1473,808,665,32.223061778682926,42.098224194161624,-78.51185165105281,32,682
dpxf1y,1889,807,1082,26.583774483853823,42.57436745420823,-79.01750113022827,32,802
dr8j8q,1012,805,207,44.331363636363676,43.19174202766803,-78.73378583399167,32,426
dpxvmt,1748,805,943,34.86839816933625,43.1430691218538,-78.85525332837568,32,846
dr816n,1009,805,204,39.12193260654111,42.44093299900902,-78.6519447928642,31,391
dpx9dq,1699,802,897,23.555991759858717,42.48549674043555,-79.34750823190112,33,837
dr8h2q,1328,801,527,24.601950301204862,42.970988570030194,-78.7366483283131,32,805
dpxvsp,1399,801,598,38.8501715511079,43.197159241601156,-78.9157971136518,31,616
dpxvcf,1515,800,715,32.230277227722766,43.21098449900986,-79.01751692277202,31,678
dpxux9,1803,799,1004,29.096139767054886,42.98600936661105,-78.76313478092048,32,922
dpxgjp,1139,796,343,27.714846356453023,42.75570268568925,-78.87950181562775,32,565
dpxf0x,2052,796,1256,39.725760233918095,42.58125951461994,-79.07195349171509,31,852
dr8j60,1187,795,392,39.463883740522306,43.111034377422236,-78.65959299831528,32,502
dpxvw3,1178,795,383,37.864999999999945,43.16425270967736,-78.81963871731766,32,507
dpxbur,1170,795,375,32.397683760683826,42.3590560521367,-78.91397013418862,32,475
dr8jfr,1619,795,824,29.051155033971526,43.24075545213097,-78.65079246201486,32,693
dpxgwn,983,795,188,28.825534079348884,42.83873818209579,-78.83099304476077,32,424
dr812s,1391,795,596,36.802063263838924,42.432684494608225,-78.72547381020858,33,619
dr8j8c,1575,794,781,26.3503174603174,43.16388355682518,-78.70841534031737,31,729
dr8jmq,1898,791,1107,33.84832982086402,43.1460674820866,-78.51738429662763,34,811
dpxv77,1250,790,460,27.08526400000002,43.13083261999993,-78.9505824224002,32,625
dpxf97,1353,789,564,35.468174427198775,42.64595637694015,-79.04310339393933,32,628
dr85up,1312,788,524,34.74989329268291,42.890272315548714,-78.57004575152457,32,613
dr8je7,1135,787,348,32.91170044052868,43.17431051013215,-78.60221592070486,32,496
dpxvq1,1127,787,340,43.64591836734682,43.11970245607815,-78.83745413575886,31,579
dpxvv0,1249,786,463,37.428486789431496,43.20187380464379,-78.87991459567688,31,577
dr8hdj,1331,782,549,21.49746806912098,43.00977697670918,-78.65525634485356,31,275
dr8jdx,929,782,147,29.907287405812696,43.19366057696446,-78.63364300645854,32,325
dpxgh4,1454,781,673,36.808143053645075,42.72803953301235,-78.9212862524072,32,676
dpxuy8,1503,780,723,29.76155023286757,43.02593080505662,-78.81053152761123,31,790
dr804w,970,779,191,33.391876288659816,42.22524190309282,-78.63145643402044,32,422
dpxupn,1339,779,560,32.731262135922314,42.92728787303958,-78.78483938312196,31,709
dr8195,1589,778,811,39.872945248583946,42.47041469037137,-78.69919689175495,31,641
dpxvzz,1615,777,838,30.307195046439585,43.24077698823528,-78.75921556346731,32,618
dpxf7d,1401,776,625,21.590699500356887,42.595671255531734,-78.94091908351152,32,714
dpxvqd,2088,774,1314,33.213481800766225,43.12300344396596,-78.81051037835314,32,1069
dr85fk,1603,773,830,33.64307548346854,42.87247873986283,-78.64112351965089,32,755
dr8jux,1281,773,508,35.751928181108354,43.2395909203748,-78.54888364793116,32,576
dr8h55,1189,773,416,33.03425567703957,42.91048399074862,-78.60837831623196,32,582
dpxvj2,1172,772,400,28.46451365187719,43.06867394197954,-78.86618158703149,32,643
dpxgnh,1336,772,564,24.113233532934167,42.74041679116765,-78.83180585853304,32,670
dpxgx5,1046,771,275,52.21193116634795,42.82165710420651,-78.78813843212274,32,589
dr8jy1,2093,769,1324,30.37049689440993,43.205256537983615,-78.47846734018137,32,1072
dprzzc,1566,768,798,27.229074074074084,42.1529109955299,-78.75202380779012,33,839
dpxgrn,1337,768,569,30.43824233358259,42.79583196110695,-78.78947569109982,32,727
dr8570,1624,766,858,27.80216748768461,42.7615529593596,-78.61280988054192,32,647
dr8h92,1378,765,613,20.384550072568924,42.98131272786652,-78.68798004208989,31,295
dr8hes,1328,764,564,40.192959337349286,43.00288994578312,-78.58741761069275,32,566
dr8hg7,1541,763,778,42.066826735885726,43.04246545749506,-78.60360541336836,32,651
dr8jc8,1689,763,926,36.22068087625811,43.20095011604515,-78.67477490763775,32,789
dr8h8u,1606,762,844,27.965834371108368,43.00394751743467,-78.71057446077285,32,880
dpxf0q,1507,758,749,40.56553417385534,42.5743795865959,-79.08729339747859,31,593
dr8h6d,1091,757,334,41.018735105407856,42.947655858845096,-78.63255697983534,32,578
dr8n13,1409,757,652,33.67870830376153,43.2523538246983,-78.69366294748018,32,643
dpxfvd,1149,756,393,36.90418624891213,42.68518957789386,-78.85619939164452,31,434
dr8ht3,1231,756,475,32.69770105605198,42.984916774167225,-78.51274617303027,32,514
dpxgtr,1284,755,529,26.07834112149533,42.84606831931454,-78.8609316978197,32,637
dpxuz6,1402,755,647,32.93693295292436,43.034701960770384,-78.77480535591995,32,683
dr8h7f,1527,754,773,36.502082514734724,42.94681874656188,-78.57701489718357,32,663
dprxkt,1873,753,1120,22.614223171382786,42.086088171916465,-79.25170078537126,32,904
dpxgzp,1436,752,684,29.856699164345393,42.88611271657389,-78.78475315738122,32,794
dpxgxt,1617,750,867,25.179177489177487,42.83191324799001,-78.7657754483613,32,852
dpxuyu,1208,749,459,28.669511589404006,43.04555754387419,-78.80016472019871,32,606
dpxuuz,1104,746,358,26.701041666666736,43.06247198188404,-78.88898729800755,32,634
dpxghf,3321,746,2575,34.10453778982241,42.72735264679314,-78.89008659048669,33,1202
dr85bs,1253,745,508,22.852960893854753,42.871300901037536,-78.72072827853171,31,703
dr8444,1239,745,494,37.69834543987085,42.55236528006447,-78.65860915012102,32,492
dpxvk9,1111,742,369,41.540306030602956,43.121281390639126,-78.89822286318619,33,512
dr85k3,2621,741,1880,32.847722243418524,42.76797717397874,-78.5532886356349,32,1271
dr85kb,1939,739,1200,32.558555956678674,42.761207856111206,-78.53146228468339,32,828
dpxuyy,906,738,168,39.857792494481274,43.0565561942605,-78.80345075938159,32,552
dr8hj9,1871,734,1137,27.405435595937913,42.89903528166761,-78.50010486745043,32,1019
dpxuwp,1571,732,839,25.082998090388344,43.019316803946495,-78.82845049204343,31,822
dpxuyg,1280,726,554,33.240390625000046,43.042263442187604,-78.79997653125052,32,661
dr8n67,1554,726,828,35.10991634491629,43.3065306885455,-78.64901127220084,32,612
dr8jgb,1102,725,377,29.275943738657034,43.19978447368425,-78.57587027132506,32,579
dpxv66,1486,725,761,32.281110363391676,43.1247969078062,-79.00181337887007,32,823
dpxfy1,1673,722,951,26.081291093843387,42.68065107710685,-78.82743472922863,32,815
dpxus1,883,722,161,56.728142695356645,42.988423157417955,-78.91692668403172,32,439
dpxc81,1638,721,917,32.059310134310074,42.45793431623939,-79.09625104212557,33,634
dr8jdu,1548,720,828,40.158695090439146,43.17728982881133,-78.62392419379823,32,713
dr8193,1268,719,549,43.68961356466871,42.45997838012606,-78.69058876025198,32,550
dpxuvn,1643,718,925,20.859817407182025,43.05640754230058,-78.88016727693268,32,894
dpxuys,1437,718,719,26.003013221990265,43.046833766179496,-78.80986789909508,33,658
dpxgw4,1617,718,899,19.615102040816357,42.8165481539888,-78.82838657328405,32,826
dr8htz,1328,718,610,20.494646084337326,43.02024555496996,-78.49510083659655,32,680
dr807c,912,715,197,37.228146929824554,42.23982162280696,-78.58292999780689,32,300
dpxvur,1880,713,1167,25.649148936170242,43.23894192872345,-78.90910887500006,32,925
dr858d,1439,713,726,24.477018763029893,42.81546548019458,-78.72384399513555,31,750
dpxu7z,1300,712,588,34.42931538461541,42.9740398769231,-78.93016306230783,32,616
dpxghy,1338,712,626,20.107047832585923,42.75143847010467,-78.88961515769789,32,598
dprxt6,1620,712,908,25.373246913580253,42.1125503092592,-79.21729418827215,31,738
dpxugf,1648,712,936,27.462584951456282,43.03818497997567,-78.93180891019406,32,865
dpxutw,1360,709,651,29.877830882353017,43.01366712352944,-78.85469803749989,31,704
dr8j8x,880,708,172,33.7442272727273,43.1940967875,-78.72139167272722,32,413
dprx6z,1471,708,763,26.482012236573745,42.09785801223663,-79.32639951461573,32,753
dpxus4,856,708,148,57.72767523364476,42.99099854906545,-78.92212808411207,32,453
dpxuxk,1137,708,429,35.55764291996479,43.00232715479336,-78.77465177836389,32,526
dprxmb,1275,707,568,32.42334117647056,42.05611496705882,-79.19861703294129,32,539
dpxv6f,1132,707,425,34.7114310954064,43.12325707862194,-78.9760870600708,32,557
dr8h5n,1343,707,636,41.87316455696197,42.92562366865231,-78.610595682055,31,635
dpxgte,837,705,132,47.956081242532676,42.82248207765838,-78.84945548267609,31,452
dpxgx7,1058,704,354,28.926956521739157,42.8222195746692,-78.77331506427217,33,571
dpxf9s,1925,704,1221,25.278290909090867,42.65037822805235,-79.03285445298653,31,979
dr2pmw,1812,704,1108,25.517947019867453,42.09271183609273,-78.50005532615931,33,1046
dpxue3,1290,704,586,27.63913953488377,42.98564031937985,-78.95261682558157,32,661
dpxv6g,1284,702,582,25.04845015576327,43.12928190965736,-78.9762452141751,32,617
dpxfg2,1900,700,1200,32.173094736842,42.67501617894704,-78.95485442789513,32,775
dprxkw,1721,700,1021,24.022027890761233,42.091537294015076,-79.25008252818125,32,792
dr855e,1192,696,496,32.68428691275167,42.735674768456434,-78.59503167197991,32,563
dr8hvq,1014,696,318,35.35429980276136,43.0597508165681,-78.51233909664673,32,411
dr8je5,1500,694,806,39.52444666666663,43.17549527400003,-78.61424025333335,31,642
dpxuyz,1287,694,593,36.45676767676761,43.06450630458423,-78.79892500854682,32,549
dpxbqq,849,693,156,30.429905771495896,42.26576877738515,-78.81910346643093,32,328
dr8j6w,1156,693,463,32.76827854671282,43.14481661505193,-78.63711650865054,32,537
dr2r1k,1432,692,740,22.231201117318474,42.03697371229044,-78.33898298184367,32,778
dpxgr4,1115,690,425,32.862520179372154,42.77234467892375,-78.78977337847529,31,553
dpxv9v,1256,689,567,33.521202229299305,43.18356345143322,-79.0182254458595,32,574
dr842r,1431,689,742,31.845164220824564,42.62336467155835,-78.73183983857413,33,646
dr854b,1652,687,965,39.4241707021791,42.71607866828094,-78.62302807506038,32,700
dr8h51,1280,687,593,33.064507812499976,42.901043928906276,-78.60784431718687,32,627
dpxdpu,1643,687,956,37.953895313450886,42.564786358490515,-79.1097692087645,32,680
dr85kv,1235,685,550,28.81012955465593,42.79039298542505,-78.53555032064735,32,502
dpxuze,1253,685,568,29.267286512370273,43.04212550039902,-78.7679339138073,32,641
dpxvgy,1127,685,442,31.75292812777293,43.23151351375324,-78.93553008961844,32,523
dr8hdw,1124,684,440,26.046681494661957,43.01464637455513,-78.6369370960852,32,640
dr8hv8,1219,684,535,25.758187038556233,43.02648820836748,-78.5011600164065,32,653
dpxfth,1772,684,1088,27.579988713318233,42.65243367607215,-78.8716972674937,32,902
dpxyjb,1245,681,564,25.916385542168673,43.24228846907631,-78.84614618313272,31,484
dr8h8x,1223,679,544,34.64271463614062,43.01873461978739,-78.7245468184786,32,551
dr81f2,776,679,97,40.50443298969078,42.49704837371134,-78.64282283634019,32,260
dpxv7g,984,678,306,36.102936991869846,43.12919157113825,-78.9310892916665,32,514
dr81tq,952,678,274,30.743403361344523,42.48586399579836,-78.50952129516796,32,372
dpxuux,933,678,255,21.969046087888543,43.06224743729903,-78.89798193354765,32,526
dpxfpd,1229,677,552,27.979300244100912,42.555212248169184,-78.76574355654991,31,557
dr2pph,1305,677,628,37.551777777777694,42.0350358015326,-78.4399347042145,32,494
dpxff7,1859,677,1182,33.958445400753,42.69209693222182,-79.00018388703553,31,814
dpxfv9,1378,677,701,30.441132075471685,42.67857616763424,-78.85670038751746,32,657
dpxcdw,895,677,218,31.20958659217878,42.48653239999999,-78.98250275083802,31,359
dpxgjf,1166,675,491,25.452924528301864,42.72793206432254,-78.84249088164663,33,624
dpxvkt,994,674,320,37.02922535211265,43.14324941146882,-78.89615403621727,32,505
dr2p6w,2112,674,1438,29.911245265151464,42.08920506723509,-78.63007021354176,33,1054
dpxv31,1038,672,366,27.55499036608865,43.118041236030784,-79.05208333718684,32,533
dpxfm0,1599,672,927,28.028943089430893,42.587423602876726,-78.87154365353335,31,704
dpxgym,1888,671,1217,24.88558262711862,42.87539167372879,-78.82316673146175,32,952
dr81cc,969,671,298,19.95978328173375,42.504868239422066,-78.66763623632613,31,490
dr85fy,1052,670,382,36.968193916349755,42.8811686853613,-78.62605909505689,33,494
dr850m,1048,667,381,29.072528625954185,42.74432877767171,-78.7324991870228,32,552
dr8n1f,942,667,275,35.663864118896036,43.25767948619958,-78.66811797452202,32,362
dprruc,851,666,185,30.879706227967095,42.15318240070503,-79.59318872620443,32,322
dr8h8j,1216,666,550,23.679638157894754,43.00770259128291,-78.7495046241783,32,615
dpxvcb,1105,665,440,41.93877828054291,43.19952522352942,-79.01772999728479,31,489
dprxt1,1631,665,966,23.79269773145309,42.107770080931964,-79.22460370999407,32,865
dr2p6z,1212,664,548,39.76733498349823,42.096867895214515,-78.62763966914193,31,574
dr8h4q,1046,664,382,23.913508604206484,42.92593502581268,-78.64820581644366,32,499
dr85ey,931,664,267,38.973480128893684,42.83978649838889,-78.57666754564968,31,415
dr8hm0,1940,664,1276,36.23532474226807,42.939149400515795,-78.52841283350546,32,896
dr8jkp,1428,662,766,41.07184173669456,43.151373908963535,-78.5738517065826,32,618
dr8hdk,1197,661,536,25.724068504594847,43.003470991645855,-78.64492208771955,31,92
dr8n77,1726,661,1065,33.62235225955961,43.30569634588626,-78.6044311662807,32,602
dr8h7w,1021,660,361,31.20185112634677,42.97118803036234,-78.59189484916763,32,528
dpxv39,1070,660,410,30.65391588785047,43.11798581495329,-79.03337012336453,31,554
dr8j7r,954,659,295,41.923710691823835,43.151270430817526,-78.60341524633128,31,377
dpxvd6,1218,658,560,32.145903119868684,43.16754208045982,-78.99872718062379,32,593
dpxgrc,1142,657,485,25.339395796847665,42.76545429684759,-78.7521714343259,31,648
dpxv9u,1111,656,455,32.242898289828936,43.17811645544557,-79.01820560666057,31,524
dprr9m,789,654,135,34.535741444866886,42.13032392648932,-79.74187098605823,31,356
dr80fm,1086,654,432,40.16646408839768,42.34932669889503,-78.64979802578264,31,345
dr85f7,1085,652,433,34.481824884792616,42.864736291244256,-78.64052476682086,32,496
dr8hs6,933,650,283,39.30971061093251,42.99065493783495,-78.5532574855307,32,419
dpxuyt,1024,650,374,34.88073242187501,43.0525322919921,-78.80940438476546,31,487
dprx7p,1651,649,1002,29.248782556026605,42.09779164809194,-79.31478202543876,32,868
dpxbpx,906,648,258,37.44796909492273,42.22785418874173,-78.76325026600438,31,424
dr2rbm,1171,648,523,30.287361229718133,42.17476132450885,-78.38329102220311,33,530
dr8j92,1100,647,453,27.3678363636364,43.15652305454541,-78.68884951181771,31,631
dr8hu1,1293,643,650,35.46167826759473,43.031300486465554,-78.56678498221166,32,570
dpxv98,856,642,214,33.031775700934595,43.15579917056075,-79.03133905490658,31,423
dpxv7d,1595,642,953,40.655981191222494,43.12148787774292,-78.94109044639487,32,722
dr85km,1175,642,533,36.32239999999997,42.78981101191488,-78.5542636246808,33,570
dr81yp,1266,642,624,38.798823064770744,42.53755840205376,-78.47843460900509,32,545
dpx96x,1313,642,671,24.10108149276465,42.448220384615325,-79.33673241431782,32,695
dpxvku,1238,640,598,28.1493699515348,43.136102030694566,-78.8877115298865,32,640
dpx97m,1625,640,985,33.6741846153845,42.43891632676918,-79.30596515876893,31,687
dr8541,863,639,224,33.14719582850523,42.72465974391657,-78.65364797566625,32,324
dr85dt,1041,639,402,33.03738712776179,42.83448111527378,-78.63685771950018,32,594
dprxwj,1161,638,523,28.54714900947461,42.12788946683893,-79.18803005167915,33,546
dr8ju2,1151,638,513,37.37261511728932,43.19907601390102,-78.55805179843628,32,472
dr8h8p,1185,637,548,26.640059071729922,43.02004989198304,-78.74598178227858,31,602
dr8n25,688,636,52,42.163459302325656,43.30784173691866,-78.73955342877908,31,288
dpxfk0,867,636,231,29.073540945790068,42.58785268396763,-78.92273153402525,32,334
dpxvh0,1089,635,454,37.98691460055096,43.06686371533518,-78.92298738934826,32,472
dr8h8v,1099,630,469,26.516305732484074,43.00878173248403,-78.71087890900861,32,588
dpxgrf,1274,626,648,26.821004709576147,42.77107649450546,-78.75427502433311,32,592
dprx6k,1648,626,1022,31.87782160194174,42.07791478822828,-79.3455942057049,32,738
dpxfse,1348,626,722,26.655059347181076,42.64567494658753,-78.90035332269935,31,571
dpxceu,2266,625,1641,24.476368049426267,42.474486314651934,-78.93386458649503,32,1156
dr854k,1454,625,829,35.38821182943601,42.73822702200821,-78.64170945942234,32,565
dpxgq1,1374,624,750,25.52743085880642,42.76721754730708,-78.8296879803491,32,705
dr8hdg,1041,623,418,24.292545629202685,42.99711314505275,-78.62687694236307,31,113
dpxuxr,992,623,369,33.164727822580666,43.01961265322587,-78.7813814858873,33,508
dr803z,1369,622,747,21.18252008765521,42.274389682249776,-78.67072298612152,32,794
dr8jmu,1510,621,889,30.360596026489983,43.133250437748266,-78.4955478033116,32,697
dr8523,1001,621,380,27.577812187812217,42.766964253746266,-78.73419731768237,32,575
dpxgv7,1204,620,584,30.741735880398686,42.866118505814,-78.86491232142832,32,484
dr8h41,1142,619,523,29.080954465849366,42.89777985026271,-78.66042286077081,32,643
dr85gz,1236,619,617,29.81648058252427,42.89002955906154,-78.57768024838249,32,598
dr8h40,1167,618,549,30.936041131105405,42.89541793401887,-78.65390660325619,31,563
dr8htr,997,618,379,36.607622868605894,43.01990622868608,-78.51358044332999,33,478
dpxfsy,1299,617,682,25.327290223248692,42.66183157120863,-78.89123111778278,32,734
dr8js1,750,616,134,44.442626666666676,43.16451863466665,-78.57393363333323,33,376
dpxf2h,838,615,223,24.611980906921257,42.607401460620565,-79.101201048926,31,364
dr81rq,788,615,173,26.411510152284297,42.44147521573606,-78.42814671192933,32,397
dpx973,1353,614,739,34.11470066518846,42.41524826164072,-79.30482804582371,32,591
